date,state,district,type,beds
2016-01-01,Sabah,Beaufort,special_medical_institution,0
2017-01-01,Sabah,Beaufort,special_medical_institution,0
2018-01-01,Sabah,Beaufort,special_medical_institution,0
2019-01-01,Sabah,Beaufort,special_medical_institution,0
2020-01-01,Sabah,Beaufort,special_medical_institution,0
2021-01-01,Sabah,Beaufort,special_medical_institution,0
2022-01-01,Sabah,Beaufort,special_medical_institution,0
2015-01-01,Sabah,Beluran,all,52
2016-01-01,Sabah,Beluran,all,52
2017-01-01,Sabah,Beluran,all,46
2018-01-01,Sabah,Beluran,all,52
2019-01-01,Sabah,Beluran,all,52
2020-01-01,Sabah,Beluran,all,52
2021-01-01,Sabah,Beluran,all,52
2022-01-01,Sabah,Beluran,all,52
2015-01-01,Sabah,Beluran,hospital_moh,52
2016-01-01,Sabah,Beluran,hospital_moh,52
2017-01-01,Sabah,Beluran,hospital_moh,46
2018-01-01,Sabah,Beluran,hospital_moh,52
2019-01-01,Sabah,Beluran,hospital_moh,52
2020-01-01,Sabah,Beluran,hospital_moh,52
2021-01-01,Sabah,Beluran,hospital_moh,52
2022-01-01,Sabah,Beluran,hospital_moh,52
2015-01-01,Sabah,Beluran,hospital_non_moh,0
2016-01-01,Sabah,Beluran,hospital_non_moh,0
2017-01-01,Sabah,Beluran,hospital_non_moh,0
2018-01-01,Sabah,Beluran,hospital_non_moh,0
2019-01-01,Sabah,Beluran,hospital_non_moh,0
2020-01-01,Sabah,Beluran,hospital_non_moh,0
2021-01-01,Sabah,Beluran,hospital_non_moh,0
2022-01-01,Sabah,Beluran,hospital_non_moh,0
2015-01-01,Sabah,Beluran,special_medical_institution,0
2016-01-01,Sabah,Beluran,special_medical_institution,0
2017-01-01,Sabah,Beluran,special_medical_institution,0
2018-01-01,Sabah,Beluran,special_medical_institution,0
2019-01-01,Sabah,Beluran,special_medical_institution,0
2020-01-01,Sabah,Beluran,special_medical_institution,0
2021-01-01,Sabah,Beluran,special_medical_institution,0
2022-01-01,Sabah,Beluran,special_medical_institution,0
2015-01-01,Sabah,Keningau,all,212
2016-01-01,Sabah,Keningau,all,212
2017-01-01,Sabah,Keningau,all,212
2018-01-01,Sabah,Keningau,all,212
2019-01-01,Sabah,Keningau,all,212
2020-01-01,Sabah,Keningau,all,212
2021-01-01,Sabah,Keningau,all,216
2022-01-01,Sabah,Keningau,all,216
2015-01-01,Sabah,Keningau,hospital_moh,212
2016-01-01,Sabah,Keningau,hospital_moh,212
2017-01-01,Sabah,Keningau,hospital_moh,212
2018-01-01,Sabah,Keningau,hospital_moh,212
2019-01-01,Sabah,Keningau,hospital_moh,212
2020-01-01,Sabah,Keningau,hospital_moh,212
2021-01-01,Sabah,Keningau,hospital_moh,216
2022-01-01,Sabah,Keningau,hospital_moh,216
2015-01-01,Sabah,Keningau,hospital_non_moh,0
2016-01-01,Sabah,Keningau,hospital_non_moh,0
2017-01-01,Sabah,Keningau,hospital_non_moh,0
2018-01-01,Sabah,Keningau,hospital_non_moh,0
2019-01-01,Sabah,Keningau,hospital_non_moh,0
2020-01-01,Sabah,Keningau,hospital_non_moh,0
2021-01-01,Sabah,Keningau,hospital_non_moh,0
2022-01-01,Sabah,Keningau,hospital_non_moh,0
2015-01-01,Sabah,Keningau,special_medical_institution,0
2016-01-01,Sabah,Keningau,special_medical_institution,0
2017-01-01,Sabah,Keningau,special_medical_institution,0
2018-01-01,Sabah,Keningau,special_medical_institution,0
2019-01-01,Sabah,Keningau,special_medical_institution,0
2020-01-01,Sabah,Keningau,special_medical_institution,0
2021-01-01,Sabah,Keningau,special_medical_institution,0
2022-01-01,Sabah,Keningau,special_medical_institution,0
2015-01-01,Sabah,Kinabatangan,all,68
2016-01-01,Sabah,Kinabatangan,all,68
2017-01-01,Sabah,Kinabatangan,all,68
2018-01-01,Sabah,Kinabatangan,all,68
2019-01-01,Sabah,Kinabatangan,all,68
2020-01-01,Sabah,Kinabatangan,all,68
2021-01-01,Sabah,Kinabatangan,all,68
2022-01-01,Sabah,Kinabatangan,all,68
2015-01-01,Sabah,Kinabatangan,hospital_moh,68
2016-01-01,Sabah,Kinabatangan,hospital_moh,68
2017-01-01,Sabah,Kinabatangan,hospital_moh,68
2018-01-01,Sabah,Kinabatangan,hospital_moh,68
2019-01-01,Sabah,Kinabatangan,hospital_moh,68
2020-01-01,Sabah,Kinabatangan,hospital_moh,68
2021-01-01,Sabah,Kinabatangan,hospital_moh,68
2022-01-01,Sabah,Kinabatangan,hospital_moh,68
2015-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2016-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2017-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2018-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2019-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2020-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2021-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2022-01-01,Sabah,Kinabatangan,hospital_non_moh,0
2015-01-01,Sabah,Kinabatangan,special_medical_institution,0
2016-01-01,Sabah,Kinabatangan,special_medical_institution,0
2017-01-01,Sabah,Kinabatangan,special_medical_institution,0
2018-01-01,Sabah,Kinabatangan,special_medical_institution,0
2019-01-01,Sabah,Kinabatangan,special_medical_institution,0
2020-01-01,Sabah,Kinabatangan,special_medical_institution,0
2021-01-01,Sabah,Kinabatangan,special_medical_institution,0
2022-01-01,Sabah,Kinabatangan,special_medical_institution,0
2015-01-01,Sabah,Kota Belud,all,172
2016-01-01,Sabah,Kota Belud,all,172
2017-01-01,Sabah,Kota Belud,all,172
2018-01-01,Sabah,Kota Belud,all,172
2019-01-01,Sabah,Kota Belud,all,172
2020-01-01,Sabah,Kota Belud,all,172
2021-01-01,Sabah,Kota Belud,all,172
2022-01-01,Sabah,Kota Belud,all,172
2015-01-01,Sabah,Kota Belud,hospital_moh,172
2016-01-01,Sabah,Kota Belud,hospital_moh,172
2017-01-01,Sabah,Kota Belud,hospital_moh,172
2018-01-01,Sabah,Kota Belud,hospital_moh,172
2019-01-01,Sabah,Kota Belud,hospital_moh,172
2020-01-01,Sabah,Kota Belud,hospital_moh,172
2021-01-01,Sabah,Kota Belud,hospital_moh,172
2022-01-01,Sabah,Kota Belud,hospital_moh,172
2015-01-01,Sabah,Kota Belud,hospital_non_moh,0
2016-01-01,Sabah,Kota Belud,hospital_non_moh,0
2017-01-01,Sabah,Kota Belud,hospital_non_moh,0
2018-01-01,Sabah,Kota Belud,hospital_non_moh,0
2019-01-01,Sabah,Kota Belud,hospital_non_moh,0
2020-01-01,Sabah,Kota Belud,hospital_non_moh,0
2021-01-01,Sabah,Kota Belud,hospital_non_moh,0
2022-01-01,Sabah,Kota Belud,hospital_non_moh,0
2015-01-01,Sabah,Kota Belud,special_medical_institution,0
2016-01-01,Sabah,Kota Belud,special_medical_institution,0
2017-01-01,Sabah,Kota Belud,special_medical_institution,0
2018-01-01,Sabah,Kota Belud,special_medical_institution,0
2019-01-01,Sabah,Kota Belud,special_medical_institution,0
2020-01-01,Sabah,Kota Belud,special_medical_institution,0
2021-01-01,Sabah,Kota Belud,special_medical_institution,0
2022-01-01,Sabah,Kota Belud,special_medical_institution,0
2015-01-01,Sabah,Kota Kinabalu,all,1835
2016-01-01,Sabah,Kota Kinabalu,all,2001
2017-01-01,Sabah,Kota Kinabalu,all,2106
2018-01-01,Sabah,Kota Kinabalu,all,2129
2019-01-01,Sabah,Kota Kinabalu,all,2129
2020-01-01,Sabah,Kota Kinabalu,all,2175
2021-01-01,Sabah,Kota Kinabalu,all,2155
2022-01-01,Sabah,Kota Kinabalu,all,2175
2015-01-01,Sabah,Kota Kinabalu,hospital_moh,989
2016-01-01,Sabah,Kota Kinabalu,hospital_moh,1175
2017-01-01,Sabah,Kota Kinabalu,hospital_moh,1160
2018-01-01,Sabah,Kota Kinabalu,hospital_moh,1175
2019-01-01,Sabah,Kota Kinabalu,hospital_moh,1175
2020-01-01,Sabah,Kota Kinabalu,hospital_moh,1175
2021-01-01,Sabah,Kota Kinabalu,hospital_moh,1175
2022-01-01,Sabah,Kota Kinabalu,hospital_moh,1175
2015-01-01,Sabah,Kota Kinabalu,hospital_non_moh,40
2016-01-01,Sabah,Kota Kinabalu,hospital_non_moh,20
2017-01-01,Sabah,Kota Kinabalu,hospital_non_moh,20
2018-01-01,Sabah,Kota Kinabalu,hospital_non_moh,40
2019-01-01,Sabah,Kota Kinabalu,hospital_non_moh,40
2020-01-01,Sabah,Kota Kinabalu,hospital_non_moh,40
2021-01-01,Sabah,Kota Kinabalu,hospital_non_moh,20
2022-01-01,Sabah,Kota Kinabalu,hospital_non_moh,40
2015-01-01,Sabah,Kota Kinabalu,special_medical_institution,806
2016-01-01,Sabah,Kota Kinabalu,special_medical_institution,806
2017-01-01,Sabah,Kota Kinabalu,special_medical_institution,926
2018-01-01,Sabah,Kota Kinabalu,special_medical_institution,914
2019-01-01,Sabah,Kota Kinabalu,special_medical_institution,914
2020-01-01,Sabah,Kota Kinabalu,special_medical_institution,960
2021-01-01,Sabah,Kota Kinabalu,special_medical_institution,960
2022-01-01,Sabah,Kota Kinabalu,special_medical_institution,960
2015-01-01,Sabah,Kota Marudu,all,97
2016-01-01,Sabah,Kota Marudu,all,97
2017-01-01,Sabah,Kota Marudu,all,97
2018-01-01,Sabah,Kota Marudu,all,97
2019-01-01,Sabah,Kota Marudu,all,97
2020-01-01,Sabah,Kota Marudu,all,97
2021-01-01,Sabah,Kota Marudu,all,97
2022-01-01,Sabah,Kota Marudu,all,97
2015-01-01,Sabah,Kota Marudu,hospital_moh,97
2016-01-01,Sabah,Kota Marudu,hospital_moh,97
2017-01-01,Sabah,Kota Marudu,hospital_moh,97
2018-01-01,Sabah,Kota Marudu,hospital_moh,97
2019-01-01,Sabah,Kota Marudu,hospital_moh,97
2020-01-01,Sabah,Kota Marudu,hospital_moh,97
2021-01-01,Sabah,Kota Marudu,hospital_moh,97
2022-01-01,Sabah,Kota Marudu,hospital_moh,97
2015-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2016-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2017-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2018-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2019-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2020-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2021-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2022-01-01,Sabah,Kota Marudu,hospital_non_moh,0
2015-01-01,Sabah,Kota Marudu,special_medical_institution,0
2016-01-01,Sabah,Kota Marudu,special_medical_institution,0
2017-01-01,Sabah,Kota Marudu,special_medical_institution,0
2018-01-01,Sabah,Kota Marudu,special_medical_institution,0
2019-01-01,Sabah,Kota Marudu,special_medical_institution,0
2020-01-01,Sabah,Kota Marudu,special_medical_institution,0
2021-01-01,Sabah,Kota Marudu,special_medical_institution,0
2022-01-01,Sabah,Kota Marudu,special_medical_institution,0
2015-01-01,Sabah,Kota Penyu,all,48
2016-01-01,Sabah,Kota Penyu,all,48
2017-01-01,Sabah,Kota Penyu,all,48
2018-01-01,Sabah,Kota Penyu,all,48
2019-01-01,Sabah,Kota Penyu,all,48
2020-01-01,Sabah,Kota Penyu,all,48
2021-01-01,Sabah,Kota Penyu,all,48
2022-01-01,Sabah,Kota Penyu,all,48
2015-01-01,Sabah,Kota Penyu,hospital_moh,48
2016-01-01,Sabah,Kota Penyu,hospital_moh,48
2017-01-01,Sabah,Kota Penyu,hospital_moh,48
2018-01-01,Sabah,Kota Penyu,hospital_moh,48
2019-01-01,Sabah,Kota Penyu,hospital_moh,48
2020-01-01,Sabah,Kota Penyu,hospital_moh,48
2021-01-01,Sabah,Kota Penyu,hospital_moh,48
2022-01-01,Sabah,Kota Penyu,hospital_moh,48
2015-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2016-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2017-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2018-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2019-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2020-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2021-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2022-01-01,Sabah,Kota Penyu,hospital_non_moh,0
2015-01-01,Sabah,Kota Penyu,special_medical_institution,0
2016-01-01,Sabah,Kota Penyu,special_medical_institution,0
2017-01-01,Sabah,Kota Penyu,special_medical_institution,0
2018-01-01,Sabah,Kota Penyu,special_medical_institution,0
2019-01-01,Sabah,Kota Penyu,special_medical_institution,0
2020-01-01,Sabah,Kota Penyu,special_medical_institution,0
2021-01-01,Sabah,Kota Penyu,special_medical_institution,0
2022-01-01,Sabah,Kota Penyu,special_medical_institution,0
2015-01-01,Sabah,Kudat,all,180
2016-01-01,Sabah,Kudat,all,180
2017-01-01,Sabah,Kudat,all,180
2018-01-01,Sabah,Kudat,all,180
2019-01-01,Sabah,Kudat,all,180
2020-01-01,Sabah,Kudat,all,180
2021-01-01,Sabah,Kudat,all,180
2022-01-01,Sabah,Kudat,all,180
2015-01-01,Sabah,Kudat,hospital_moh,180
2016-01-01,Sabah,Kudat,hospital_moh,180
2017-01-01,Sabah,Kudat,hospital_moh,180
2018-01-01,Sabah,Kudat,hospital_moh,180
2019-01-01,Sabah,Kudat,hospital_moh,180
2020-01-01,Sabah,Kudat,hospital_moh,180
2021-01-01,Sabah,Kudat,hospital_moh,180
2022-01-01,Sabah,Kudat,hospital_moh,180
2015-01-01,Sabah,Kudat,hospital_non_moh,0
2016-01-01,Sabah,Kudat,hospital_non_moh,0
2017-01-01,Sabah,Kudat,hospital_non_moh,0
2018-01-01,Sabah,Kudat,hospital_non_moh,0
2019-01-01,Sabah,Kudat,hospital_non_moh,0
2020-01-01,Sabah,Kudat,hospital_non_moh,0
2021-01-01,Sabah,Kudat,hospital_non_moh,0
2022-01-01,Sabah,Kudat,hospital_non_moh,0
2015-01-01,Sabah,Kudat,special_medical_institution,0
2016-01-01,Sabah,Kudat,special_medical_institution,0
2017-01-01,Sabah,Kudat,special_medical_institution,0
2018-01-01,Sabah,Kudat,special_medical_institution,0
2019-01-01,Sabah,Kudat,special_medical_institution,0
2020-01-01,Sabah,Kudat,special_medical_institution,0
2021-01-01,Sabah,Kudat,special_medical_institution,0
2022-01-01,Sabah,Kudat,special_medical_institution,0
2015-01-01,Sabah,Kunak,all,48
2016-01-01,Sabah,Kunak,all,48
2017-01-01,Sabah,Kunak,all,48
2018-01-01,Sabah,Kunak,all,48
2019-01-01,Sabah,Kunak,all,48
2020-01-01,Sabah,Kunak,all,48
2021-01-01,Sabah,Kunak,all,48
2022-01-01,Sabah,Kunak,all,48
2015-01-01,Sabah,Kunak,hospital_moh,48
2016-01-01,Sabah,Kunak,hospital_moh,48
2017-01-01,Sabah,Kunak,hospital_moh,48
2018-01-01,Sabah,Kunak,hospital_moh,48
2019-01-01,Sabah,Kunak,hospital_moh,48
2020-01-01,Sabah,Kunak,hospital_moh,48
2021-01-01,Sabah,Kunak,hospital_moh,48
2022-01-01,Sabah,Kunak,hospital_moh,48
2015-01-01,Sabah,Kunak,hospital_non_moh,0
2016-01-01,Sabah,Kunak,hospital_non_moh,0
2017-01-01,Sabah,Kunak,hospital_non_moh,0
2018-01-01,Sabah,Kunak,hospital_non_moh,0
2019-01-01,Sabah,Kunak,hospital_non_moh,0
2020-01-01,Sabah,Kunak,hospital_non_moh,0
2021-01-01,Sabah,Kunak,hospital_non_moh,0
2022-01-01,Sabah,Kunak,hospital_non_moh,0
2015-01-01,Sabah,Kunak,special_medical_institution,0
2016-01-01,Sabah,Kunak,special_medical_institution,0
2017-01-01,Sabah,Kunak,special_medical_institution,0
2018-01-01,Sabah,Kunak,special_medical_institution,0
2019-01-01,Sabah,Kunak,special_medical_institution,0
2020-01-01,Sabah,Kunak,special_medical_institution,0
2021-01-01,Sabah,Kunak,special_medical_institution,0
2022-01-01,Sabah,Kunak,special_medical_institution,0
2015-01-01,Sabah,Lahad Datu,all,268
2016-01-01,Sabah,Lahad Datu,all,268
2017-01-01,Sabah,Lahad Datu,all,268
2018-01-01,Sabah,Lahad Datu,all,240
2019-01-01,Sabah,Lahad Datu,all,268
2020-01-01,Sabah,Lahad Datu,all,268
2021-01-01,Sabah,Lahad Datu,all,268
2022-01-01,Sabah,Lahad Datu,all,268
2015-01-01,Sabah,Lahad Datu,hospital_moh,268
2016-01-01,Sabah,Lahad Datu,hospital_moh,268
2017-01-01,Sabah,Lahad Datu,hospital_moh,268
2018-01-01,Sabah,Lahad Datu,hospital_moh,240
2019-01-01,Sabah,Lahad Datu,hospital_moh,268
2020-01-01,Sabah,Lahad Datu,hospital_moh,268
2021-01-01,Sabah,Lahad Datu,hospital_moh,268
2022-01-01,Sabah,Lahad Datu,hospital_moh,268
2015-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2016-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2017-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2018-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2019-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2020-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2021-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2022-01-01,Sabah,Lahad Datu,hospital_non_moh,0
2015-01-01,Sabah,Lahad Datu,special_medical_institution,0
2016-01-01,Sabah,Lahad Datu,special_medical_institution,0
2017-01-01,Sabah,Lahad Datu,special_medical_institution,0
2018-01-01,Sabah,Lahad Datu,special_medical_institution,0
2019-01-01,Sabah,Lahad Datu,special_medical_institution,0
2020-01-01,Sabah,Lahad Datu,special_medical_institution,0
2021-01-01,Sabah,Lahad Datu,special_medical_institution,0
2022-01-01,Sabah,Lahad Datu,special_medical_institution,0
2015-01-01,Sabah,Nabawan,all,0
2016-01-01,Sabah,Nabawan,all,0
2017-01-01,Sabah,Nabawan,all,0
2018-01-01,Sabah,Nabawan,all,0
2019-01-01,Sabah,Nabawan,all,0
2020-01-01,Sabah,Nabawan,all,0
2021-01-01,Sabah,Nabawan,all,0
2022-01-01,Sabah,Nabawan,all,0
2015-01-01,Sabah,Nabawan,hospital_moh,0
2016-01-01,Sabah,Nabawan,hospital_moh,0
2017-01-01,Sabah,Nabawan,hospital_moh,0
2018-01-01,Sabah,Nabawan,hospital_moh,0
2019-01-01,Sabah,Nabawan,hospital_moh,0
2020-01-01,Sabah,Nabawan,hospital_moh,0
2021-01-01,Sabah,Nabawan,hospital_moh,0
2022-01-01,Sabah,Nabawan,hospital_moh,0
2015-01-01,Sabah,Nabawan,hospital_non_moh,0
2016-01-01,Sabah,Nabawan,hospital_non_moh,0
2017-01-01,Sabah,Nabawan,hospital_non_moh,0
2018-01-01,Sabah,Nabawan,hospital_non_moh,0
2019-01-01,Sabah,Nabawan,hospital_non_moh,0
2020-01-01,Sabah,Nabawan,hospital_non_moh,0
2021-01-01,Sabah,Nabawan,hospital_non_moh,0
2022-01-01,Sabah,Nabawan,hospital_non_moh,0
2015-01-01,Sabah,Nabawan,special_medical_institution,0
2016-01-01,Sabah,Nabawan,special_medical_institution,0
2017-01-01,Sabah,Nabawan,special_medical_institution,0
2018-01-01,Sabah,Nabawan,special_medical_institution,0
2019-01-01,Sabah,Nabawan,special_medical_institution,0
2020-01-01,Sabah,Nabawan,special_medical_institution,0
2021-01-01,Sabah,Nabawan,special_medical_institution,0
2022-01-01,Sabah,Nabawan,special_medical_institution,0
2015-01-01,Sabah,Papar,all,77
2016-01-01,Sabah,Papar,all,77
2017-01-01,Sabah,Papar,all,77
2018-01-01,Sabah,Papar,all,77
2019-01-01,Sabah,Papar,all,77
2020-01-01,Sabah,Papar,all,77
2021-01-01,Sabah,Papar,all,77
2022-01-01,Sabah,Papar,all,77
2015-01-01,Sabah,Papar,hospital_moh,77
2016-01-01,Sabah,Papar,hospital_moh,77
2017-01-01,Sabah,Papar,hospital_moh,77
2018-01-01,Sabah,Papar,hospital_moh,77
2019-01-01,Sabah,Papar,hospital_moh,77
2020-01-01,Sabah,Papar,hospital_moh,77
2021-01-01,Sabah,Papar,hospital_moh,77
2022-01-01,Sabah,Papar,hospital_moh,77
2015-01-01,Sabah,Papar,hospital_non_moh,0
2016-01-01,Sabah,Papar,hospital_non_moh,0
2017-01-01,Sabah,Papar,hospital_non_moh,0
2018-01-01,Sabah,Papar,hospital_non_moh,0
2019-01-01,Sabah,Papar,hospital_non_moh,0
2020-01-01,Sabah,Papar,hospital_non_moh,0
2021-01-01,Sabah,Papar,hospital_non_moh,0
2022-01-01,Sabah,Papar,hospital_non_moh,0
2015-01-01,Sabah,Papar,special_medical_institution,0
2016-01-01,Sabah,Papar,special_medical_institution,0
2017-01-01,Sabah,Papar,special_medical_institution,0
2018-01-01,Sabah,Papar,special_medical_institution,0
2019-01-01,Sabah,Papar,special_medical_institution,0
2020-01-01,Sabah,Papar,special_medical_institution,0
2021-01-01,Sabah,Papar,special_medical_institution,0
2022-01-01,Sabah,Papar,special_medical_institution,0
2015-01-01,Sabah,Penampang,all,0
2016-01-01,Sabah,Penampang,all,0
2017-01-01,Sabah,Penampang,all,0
2018-01-01,Sabah,Penampang,all,0
2019-01-01,Sabah,Penampang,all,0
2020-01-01,Sabah,Penampang,all,0
2021-01-01,Sabah,Penampang,all,0
2022-01-01,Sabah,Penampang,all,0
2015-01-01,Sabah,Penampang,hospital_moh,0
2016-01-01,Sabah,Penampang,hospital_moh,0
2017-01-01,Sabah,Penampang,hospital_moh,0
2018-01-01,Sabah,Penampang,hospital_moh,0
2019-01-01,Sabah,Penampang,hospital_moh,0
2020-01-01,Sabah,Penampang,hospital_moh,0
2021-01-01,Sabah,Penampang,hospital_moh,0
2022-01-01,Sabah,Penampang,hospital_moh,0
2015-01-01,Sabah,Penampang,hospital_non_moh,0
2016-01-01,Sabah,Penampang,hospital_non_moh,0
2017-01-01,Sabah,Penampang,hospital_non_moh,0
2018-01-01,Sabah,Penampang,hospital_non_moh,0
2019-01-01,Sabah,Penampang,hospital_non_moh,0
2020-01-01,Sabah,Penampang,hospital_non_moh,0
2021-01-01,Sabah,Penampang,hospital_non_moh,0
2022-01-01,Sabah,Penampang,hospital_non_moh,0
2015-01-01,Sabah,Penampang,special_medical_institution,0
2016-01-01,Sabah,Penampang,special_medical_institution,0
2017-01-01,Sabah,Penampang,special_medical_institution,0
2018-01-01,Sabah,Penampang,special_medical_institution,0
2019-01-01,Sabah,Penampang,special_medical_institution,0
2020-01-01,Sabah,Penampang,special_medical_institution,0
2021-01-01,Sabah,Penampang,special_medical_institution,0
2022-01-01,Sabah,Penampang,special_medical_institution,0
2015-01-01,Sabah,Pitas,all,48
2016-01-01,Sabah,Pitas,all,48
2017-01-01,Sabah,Pitas,all,72
2018-01-01,Sabah,Pitas,all,72
2019-01-01,Sabah,Pitas,all,72
2020-01-01,Sabah,Pitas,all,72
2021-01-01,Sabah,Pitas,all,72
2022-01-01,Sabah,Pitas,all,72
2015-01-01,Sabah,Pitas,hospital_moh,48
2016-01-01,Sabah,Pitas,hospital_moh,48
2017-01-01,Sabah,Pitas,hospital_moh,72
2018-01-01,Sabah,Pitas,hospital_moh,72
2019-01-01,Sabah,Pitas,hospital_moh,72
2020-01-01,Sabah,Pitas,hospital_moh,72
2021-01-01,Sabah,Pitas,hospital_moh,72
2022-01-01,Sabah,Pitas,hospital_moh,72
2015-01-01,Sabah,Pitas,hospital_non_moh,0
2016-01-01,Sabah,Pitas,hospital_non_moh,0
2017-01-01,Sabah,Pitas,hospital_non_moh,0
2018-01-01,Sabah,Pitas,hospital_non_moh,0
2019-01-01,Sabah,Pitas,hospital_non_moh,0
2020-01-01,Sabah,Pitas,hospital_non_moh,0
2021-01-01,Sabah,Pitas,hospital_non_moh,0
2022-01-01,Sabah,Pitas,hospital_non_moh,0
2015-01-01,Sabah,Pitas,special_medical_institution,0
2016-01-01,Sabah,Pitas,special_medical_institution,0
2017-01-01,Sabah,Pitas,special_medical_institution,0
2018-01-01,Sabah,Pitas,special_medical_institution,0
2019-01-01,Sabah,Pitas,special_medical_institution,0
2020-01-01,Sabah,Pitas,special_medical_institution,0
2021-01-01,Sabah,Pitas,special_medical_institution,0
2022-01-01,Sabah,Pitas,special_medical_institution,0
2015-01-01,Sabah,Putatan,all,0
2016-01-01,Sabah,Putatan,all,0
2017-01-01,Sabah,Putatan,all,0
2018-01-01,Sabah,Putatan,all,0
2019-01-01,Sabah,Putatan,all,0
2020-01-01,Sabah,Putatan,all,0
2021-01-01,Sabah,Putatan,all,0
2022-01-01,Sabah,Putatan,all,0
2015-01-01,Sabah,Putatan,hospital_moh,0
2016-01-01,Sabah,Putatan,hospital_moh,0
2017-01-01,Sabah,Putatan,hospital_moh,0
2018-01-01,Sabah,Putatan,hospital_moh,0
2019-01-01,Sabah,Putatan,hospital_moh,0
2020-01-01,Sabah,Putatan,hospital_moh,0
2021-01-01,Sabah,Putatan,hospital_moh,0
2022-01-01,Sabah,Putatan,hospital_moh,0
2015-01-01,Sabah,Putatan,hospital_non_moh,0
2016-01-01,Sabah,Putatan,hospital_non_moh,0
2017-01-01,Sabah,Putatan,hospital_non_moh,0
2018-01-01,Sabah,Putatan,hospital_non_moh,0
2019-01-01,Sabah,Putatan,hospital_non_moh,0
2020-01-01,Sabah,Putatan,hospital_non_moh,0
2021-01-01,Sabah,Putatan,hospital_non_moh,0
2022-01-01,Sabah,Putatan,hospital_non_moh,0
2015-01-01,Sabah,Putatan,special_medical_institution,0
2016-01-01,Sabah,Putatan,special_medical_institution,0
2017-01-01,Sabah,Putatan,special_medical_institution,0
2018-01-01,Sabah,Putatan,special_medical_institution,0
2019-01-01,Sabah,Putatan,special_medical_institution,0
2020-01-01,Sabah,Putatan,special_medical_institution,0
2021-01-01,Sabah,Putatan,special_medical_institution,0
2022-01-01,Sabah,Putatan,special_medical_institution,0
2015-01-01,Sabah,Ranau,all,110
2016-01-01,Sabah,Ranau,all,110
2017-01-01,Sabah,Ranau,all,110
2018-01-01,Sabah,Ranau,all,110
2019-01-01,Sabah,Ranau,all,110
2020-01-01,Sabah,Ranau,all,110
2021-01-01,Sabah,Ranau,all,110
2022-01-01,Sabah,Ranau,all,110
2015-01-01,Sabah,Ranau,hospital_moh,110
2016-01-01,Sabah,Ranau,hospital_moh,110
2017-01-01,Sabah,Ranau,hospital_moh,110
2018-01-01,Sabah,Ranau,hospital_moh,110
2019-01-01,Sabah,Ranau,hospital_moh,110
2020-01-01,Sabah,Ranau,hospital_moh,110
2021-01-01,Sabah,Ranau,hospital_moh,110
2022-01-01,Sabah,Ranau,hospital_moh,110
2015-01-01,Sabah,Ranau,hospital_non_moh,0
2016-01-01,Sabah,Ranau,hospital_non_moh,0
2017-01-01,Sabah,Ranau,hospital_non_moh,0
2018-01-01,Sabah,Ranau,hospital_non_moh,0
2019-01-01,Sabah,Ranau,hospital_non_moh,0
2020-01-01,Sabah,Ranau,hospital_non_moh,0
2021-01-01,Sabah,Ranau,hospital_non_moh,0
2022-01-01,Sabah,Ranau,hospital_non_moh,0
2015-01-01,Sabah,Ranau,special_medical_institution,0
2016-01-01,Sabah,Ranau,special_medical_institution,0
2017-01-01,Sabah,Ranau,special_medical_institution,0
2018-01-01,Sabah,Ranau,special_medical_institution,0
2019-01-01,Sabah,Ranau,special_medical_institution,0
2020-01-01,Sabah,Ranau,special_medical_institution,0
2021-01-01,Sabah,Ranau,special_medical_institution,0
2022-01-01,Sabah,Ranau,special_medical_institution,0
2015-01-01,Sabah,Sandakan,all,400
2016-01-01,Sabah,Sandakan,all,400
2017-01-01,Sabah,Sandakan,all,400
2018-01-01,Sabah,Sandakan,all,400
2019-01-01,Sabah,Sandakan,all,400
